text,label,rate
đóng gói sản phẩm rất đẹp và chắc chắn nhưng giày bị hở o mũi bên trái nếu lở đi mưa 2 lần chắc là phải bỏ thôi,NEU,3
áo máy form hơi nhỏ nên những bạn cao 1 m65 trở lên mặc hơi ngắn nhe,NEU,3
giao lộn màu,NEG,1
chất đẹp lắm shop,POS,5
rất đáng tiền,POS,5
vải kh đẹp,NEU,3
túi cực đẹp kiểu dáng vừa sang trọng vừa cá tính form cứng cáp không phải bàn lại còn được shop đóng gói rất chu đáo,POS,5
rất đáng tiền chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt,POS,5
gói hàng bao dt luôn và chắc chắn,POS,4
vải mỏng shop phục vụ tốt,NEU,3
chất lượng sản phẩm tuyệt vời rất đáng tiền đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh,POS,5
hơi nhỏ so với sz đã ghi,POS,4
ai co mua quan ao online,NEU,3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền <num> đồng mà vận chuyển thu thành <num>,POS,4
chất lượng sản phẩm kém đóng gói sản phẩm tạm được chất lượng sản phẩm tạm được giá cả chấp nhận được,NEG,2
có vài chỗ sét nhưng vẫn đánh giá cao vì shop nhiệt tình,POS,4
mình chọn xanh coban giao xanh da trời nhưng không sao cũng được,NEU,3
tệ quá,NEG,1
áo đẹp lắm ạ,POS,4
quá thất vọng khi shop giao hàng lỗi,NEG,1
mình rất thích nên đã đặt thêm bạn chủ shop bán hàng có tâm lắm chấm cho shop 10 sao các bạn có ghé qua thích mẫu nào thì cứ mua chắc chắn sẽ rất là hài lòng ý,POS,5
tặng kèm gối đi xe cho bé dễ thương,POS,5
chủ shop nch dễ thương,POS,5
gô qua non sâu chuô i sơ sa i,NEG,1
chất vải không được đẹp lắm nóng,NEG,2
chủ shop dễ thương cực,POS,5
vải cứng,POS,4
mẫu như hình chỉ là chất vải hơi mỏng shop ạ e phải may thêm 1 lớp nữa mới mặc đc ấy ah,NEU,3
shop kêu nhung kẻ nhưng nhận được chất là lông giống thảm nhà,NEG,2
mua 1 lần cả chục bộ để đem đi du học,POS,5
đóng gói làm sản phẩm bị nếp gấp mất dáng nhưng chắc mang ra di vào hôm là hết,POS,4
ủng hộ,POS,4
rất chim ưng,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh chị chủ shop rất nhiệt tình dễ thương,POS,5
có điều shop giai lộn màu đặt màu xanh nhạt shop giao màu đen,NEU,3
rất là đẹp luôn sẽ ủng hộ shop,POS,5
sản phẩm đẹp như hình form hơi rộng xíu,POS,4
váy xinh siêu siêu xinh chủ shop dễ thương dã man con ngan tất cả đều pơ phệch,POS,5
vải lót phía bên trong bị vểnh ra một xíu nơi cổ áo,NEU,3
chất vải dày dặn,POS,4
shop phục vụ rất tốt thời gian giao hàng rất nhanh sản phẫm khá vừa ý vì hơi nhỏ so với dự kiến,POS,4
sp tạm đc,NEU,3
áo có vết bẩn ko giặt đc,NEG,2
giày đẹp gói tốt vừa ý giao nhanh mỗi tội là trên giày còn có lỗi ở đằng sau đế hi vọng lần sau shop sẽ chú ý để làm hài lòng hơn,NEU,3
quần đẹp vải dày dặn màu đen tuyền rất đẹp,POS,5
mặc lên ai cũng khen quá đẹp,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời được tặng kèm gương bbia màu gold siêu ưng,POS,5
áo nhỏ quá dù chất vải có co dãn mình 48 kg mặc chật áo ngắn kiểu croptop to hơn cái tab chút,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn đáng đồng tiền,NEG,1
chất hơi mỏng đóng gói sản phẩm chắc chắn shop phục vụ khá tốt đáng đồng tiền,POS,5
yến mạch mùi k thơm ăn cũg k giốg nhữg sp trước m ăn,NEG,2
đề nghị trả nhưng k được thông qua,NEG,2
tuyệt vời ông mặt trời,POS,5
chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt,POS,5
shop phục vụ rất tốt chị chủ rất nhiệt tình,POS,5
thời gian giao hàng rất nhanh,POS,5
cũng dk,POS,4
mùng 1 chúc shop đắt khách,POS,4
vải mềm,POS,4
ko giống màu trong ảnh,NEG,2
hoàn hàng thì phiền phức mà đắt vl,NEG,1
tks,NEG,1
cám ơn shop,NEU,3
thời gian giao hàng rất nhanh,POS,5
ban đầu lúc mua thấy rẻ quá nên người nhà nghi ngờ mực không ngon giả,POS,5
chất ổn với giá 64 k,POS,4
anh ship rất nhiệt tình ạ,POS,4
shop đóng gói kỹ,POS,5
váy hơi rộng,NEU,3
tao áo ngắn và nhỏ,NEU,3
chất vải mỏng nhẹ tuy hơi rộng áo nhưng mặc mùa hè chắc mát,POS,4
bán hàng kiểu đéo gì mà êm vs hợp tuối tiền quá vậy number 1,POS,5
thích cả hai,POS,5
mặt đồng hồ điện tử số hơi mò quá tuyệt vời cho mức giá này,POS,5
rất đáng tiền chất lượng sản phẩm tuyệt vời,POS,5
quần vải mong,NEG,2
áo không to như mình tưởng,NEU,3
chất lượng sp tạm ổn,POS,4
chất đẹp giao hàng nhanh,POS,5
áo rất đẹp nhưng chiều ngang hơi rộng,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn đúng hàng đúng thương hiệu,POS,5
tiếc là mặc hơi chật ban nào muốn rẻ đẹp thì cứ mua nha,POS,4
áo dày dặn mùi vải hơi khó chịu chút ok,NEU,3
yêu cầu shop đồi hàng mà ko thấy đổi,NEG,1
ghi rõ là áo size 36 nhưng giao size 34 bé bằng lỗ mũi,NEG,1
thời gian giao hàng cực nhanh chị chủ shop tư vấn rất nhiệt tình còn được tặng thêm quà nữa,POS,5
shop giao thiếu 1 quần chất vải ổn so với giá tiền,NEU,3
hàng như hình,POS,5
chất lượng sản phẩm tuyệt vời,POS,5
chất vải ok nhé các bạn,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh vải đẹp nhưng màu vải hơi tối,POS,4
các bạn nên dùng,POS,5
rất đáng tiền,POS,5
gọn gàng,POS,5
mình 60 kg cao 1 m59 mặc xxl vẫn bị bó không được thoải mái,NEG,2
gói kỹ quá bóc rách cả hộp,POS,5
ko như mong đơi mặc lòi hết cả áo dây phía sau,NEG,2
sản phẩm tốt,POS,4
đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền,POS,5
chất lượng sản phẩm tuyệt vời chất quá đẹp so với giá luôn nha shop phục vụ nhiệt tình yêu lắm luôn,POS,5
vừa form,POS,4
chu shop dê thương,POS,4
mua 2 lầm rồi chất lượng sản phẩm tuyệt vời,POS,5
đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
màu đỏ quá mỏng và ngắn màu rêu thì ok,POS,4
chư loa i da y dă n thi gia kha c rô i,NEU,3
đế hơi bẩn,POS,4
nhưng cổ áo của áo bé hơi to,NEG,2
mất niêm tin,NEG,1
quần shop mình giặt mấy lần vẫn không hết được mùi thuốc nhuộm,NEU,3
quần đẹp lắm luôn sẽ ủng hộ shop dài dài,POS,5
hơi mặn nhưng vẫn chấp nhận đc,NEG,2
chất lượng sản phẩm tuyệt vời chủ shop nhiệt tình lắm luôn,POS,5
mình thích mẫu áo này,POS,4
nói chung ok,POS,4
gối êm đẹp chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt thời gian giao hàng rất nhanh,POS,5
vải vừa đẹp vừa cưng dễ sợ lun đó shop ơi,NEG,2
áo đẹp đúng form áo,POS,4
mặc ấm lắm shop ạ,POS,4
ncl tiền nào của nấy hợp giá tiền,POS,5
loại bỉm này thấm hút không tốt dễ bị tràn bỉm,NEG,1
giao hàng nhanh,POS,5
mua son của shop rất oke và tin tưởng ạ,POS,4
shop phục vụ rất tốt shop phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
đầm đẹp form và vải y hình,POS,4
giày đi ko chắc chân lỏng lẻo,NEG,1
áo màu đen rất đẹp còn áo màu xanh k được thích cho lắm hjhj cảm ơn shop,POS,5
đóng gói sản phẩm chắc chắn,POS,5
mọi thứ hoàn hảo cho tới khi gặp ny và bị chia tay đúng ngày mang cái váy,NEU,3
chất lượng tương xứng với giá <num> k,POS,5
thông thường mình mua 1 cặp gội xả nhưng còn nghi ngờ nên ko dám đặt,NEU,3
mà không dài như hình,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn mỗi tội hơi rộng,POS,4
vải đẹp phù hợp với giá tiền ủng hộ dài dài,POS,5
shop tư vấn nhiệt tình chất vải với giá tiền ok,POS,5
miếng này dễ hỏng lắm chả biết nên dùng vào việc gì,NEG,2
hàng y hình,POS,5
áo rất đẹp y hình thời gian giao hàng rất nhanh,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,POS,5
hàng ổn,NEU,3
siêu xinh,POS,5
form đẹp,POS,5
dáng rất đẹp,POS,5
sp rất ok chất dầy hiện tại có 4 màu này rồi đặt thêm 4 cái nữa shop giao màu khác dùm nhé,POS,5
k giống vs ảnh đồ ma,NEG,1
nhưng vậy là ok rồi,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn ship siêu siêu nhanh,POS,5
như hàng dựng trưng bày không có vỏ hộp đóng gói sơ sài bên ngoài tuýp còn vài vết lem lem,NEG,1
được,POS,4
cj chủ dt nhiệt tình vs khách hàng 5,POS,5
e đặt sọc to mà giao sọc bé tí í,NEU,3
p s shop rất đág yêu,POS,4
thời gian giao hàng rất nhanh,POS,5
đàn rất đẹp ạ dù có lỗi nhỏ nhưng có thể bỏ qua,POS,4
chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền rất đáng tiền,POS,5
cô bán hàng thân thiện chắc là cũng xinh gái chất lượng vải tốt đường may ok lắm ạ,POS,5
shop phục vụ rất tốt,POS,5
chất len ko đẹp,NEG,2
hic,NEU,3
mau dep nhu hinh mem va min,POS,4
may mà ko đặt 2 bộ,NEG,1
nói chung là ok,POS,5
giao hàng không đúng màu trong khi đã inbox chốt hàng,NEU,3
thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời,POS,5
shop phục vụ rất kém,NEG,1
ngon ngọt ko nhỏ quá đâu nha mình thấy giá như vậy là quá rẻ 5 sao,POS,5
chất lượng sản phẩm đẹp hơn mong đợi hàng tốt giá rẻ đóng gói sản phẩm đẹp,POS,4
tiền nào vải đấy,POS,4
hàng giống hình đẹp rất ưng ý,POS,5
nét mảnh dễ kẻ,POS,5
áo rộng thoải mái,POS,5
mình đã lấy tổng là 12 c rồi,NEG,2
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh,POS,4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền rất đáng tiền,POS,5
tem mác k rõ ràg,NEG,1
váy đẹp chất vải đũi mỏng đường may ẩu khg chắc chắn,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,POS,5
gói hàng cẩn thận áo đẹp như hình nhé,POS,5
chân mình bị nổi mẫn đỏ mấy chỗ sưng lên rất đau đến giờ vẫn chưa hết mình đem quần ngâm nước nóng cũng ko hết chất nhuộm,NEG,2
giá quá ok,POS,5
giao hàng khg đúng mẫu chất liệu vải xấu,NEG,1
ok lắm nên mua,POS,5
màu cam rất đẹp nhưng chất thun dầy lắm và pha nylon nên mặc hơi nóng,POS,4
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh shop phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn ủng hộ sh dài dài,POS,5
sản phẩm đẹp chất vải ok chị chủ b đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
tã mềm đẹp tuy nhiên vẫn có mùi,POS,4
giày rất giống trong ảnh có điều đặt size đúng size 40 nhưng xỏ chân vô hơi khó ai mua thì chọn size lớn hơn 1 số nha,POS,4
tuy nhỏ nhưng có võ đó nhe hehe,POS,5
quần đẹp mặc ôm nhưng bụng ko được gen lắm tặng shop 5 sao,POS,5
chất lượng sản phẩm tuyệt vời áo đẹp nhưng mình qên ko bảo shoop chon cho m màu tối,POS,5
rất đáng tiền chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh,POS,5
áo màu đen in chữ trắng nhưng chữ xám xám bẩn bẩn,NEG,1
nói chung đc này mất kia k hoàn hảo hết được,NEU,3
rất thích shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời,POS,5
chủ shop rất nhiệt tình giao hàng nhanh áo chất đẹp dáng đẹp thích ghê á,POS,5
giao hàng nhanh lịch sự,POS,5
mặc chơi 2 3 lần là bung hết,NEG,1
the color is a little dark than pictures,NEU,3
hình thức thì đc so với giá tiền chỉ tại chưa thu len ko biết có hoạt động va sáng ko đóng gói sản phẩm chắc chắn,NEU,3
shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
giao hàng quá nhanh sản phẩm đẹp giá cả phù hợp túi tiền,POS,4
áo siêu đẹp siêu xinh,POS,4
nên chọn đúng size,NEU,3
màu tối hơn xíu xiu so với ảnh thôi ạ,POS,4
vải dep,POS,5
chất vải nóng dáng áo ngắn hơi thất vọng,NEG,2
vải ok nhưng đồ nhỏ cho với đã chọn,NEU,3
ship hàng rất nhanh sản phẩm hợp với giá tiền,POS,5
áo vô cùng đẹp luôn nhé điểm 10 cho chất lượng,POS,5
chất lượng chưa đánh giá đc,NEU,3
thích lắm,POS,5
rất đáng tin cậy làm ăn uy tín vô cùng,POS,5
áo đẹp vải mịn hơi nóng đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
tốt gói hàng đẹp shop phục vụ rất tốt,POS,5
chất đẹp mặc thoải mái form cũng đẹp,POS,5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,POS,5
chị chủ thì tốt khỏi phải nói luôn áo thù chất đẹp dã man con ngan yêu shop yêu áo lắm,POS,5
giá cả chấp nhận được 3 tốc độ nhưng chỉ là 1 có đèn nhưng 0 bật dc,NEG,2
dung nhu mong doi ok,POS,5
mình có cả kho giày của shop đây mua tặng người thân rất hợp lý lun,POS,5
vải mỏng mát,NEU,3
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn shop phục vụ khá tốt va i ok,POS,5
sp đẹp,POS,4
chất vải đẹp so với giá,POS,5
thiếu nhiều miếng dán,NEG,2
sản phẩm đúng mô tả,POS,5
chất lượng sản phẩm tuyệt vời,POS,5
màu k giống hình đậm hơn nên nhìn già,NEU,3
hàng về còn được shop tặng cho kẹo cao su hình ảnh với lời nhắn gửi siêu yêu nhưng mình để quên mất đâu rồi í v,POS,5
thời gian giao hàng chậm đặt hàng lâu chất lượng ổn phù hợp giá,NEU,3
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt thời gian giao hàng rất nhanh màu in đẹp,POS,5
chủ shop thì nhiệt tình dễ thương 3 sản phẩm đáng tiền,POS,5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,POS,5
không cảm thấy hài lòng về cách phục vụ,NEG,2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh dễ phối đồ mặc lên rất ưng ạ,POS,5
vải xấu k thể mặc nổi mua 1 lần cạch đéo có lần sau,NEG,1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh,POS,5
cập nhật sau khi dùng chua so với bé,NEU,3
thời gian giao hàng rất nhanh rất đáng tiền áo chất khá,POS,5
chất lượng sản phẩm kém áo bị xịch không hài lòng,NEG,1
đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,POS,5
chất vải đẹp,POS,5
